Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:     -1, rd_minus:   3230, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11428, rd_minus:  10354, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6018 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4082, rd_minus:   4054, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6019 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2124, rd_minus:   1412, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6020 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1408, rd_minus:   1676, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6021 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5980, rd_minus:   7178, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6022 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6204, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6023 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2868, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6024 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4876, rd_minus:   5480, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6025 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10126, rd_minus:   9526, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6026 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3638, rd_minus:   3600, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6027 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1582, rd_minus:   1760, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6028 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    278, rd_minus:    274, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6029 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    180, rd_minus:    254, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6030 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    210, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6031 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5570, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6032 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6428, rd_minus:   6640, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6033 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17148, rd_minus:  16722, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6034 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7206, rd_minus:   7178, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6035 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10998, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6036 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9318, rd_minus:   6498, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6037 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6368, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6038 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3944, rd_minus:   2680, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6039 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9318, rd_minus:   7962, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6040 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2144, rd_minus:   2108, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6041 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    366, rd_minus:    256, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6042 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    310, rd_minus:    532, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6043 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    156, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6044 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6154, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6045 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2868, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6046 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1586, rd_minus:   1610, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6047 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  12374, rd_minus:  13346, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6048 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11230, rd_minus:  11538, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6049 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  12078, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6050 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6344, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6051 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11496, rd_minus:  11656, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6052 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5256, rd_minus:   4372, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6053 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7368, rd_minus:   7138, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6054 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7568, rd_minus:   5658, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6055 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3590, rd_minus:   2752, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6056 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2274, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6057 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5946, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6058 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2802, rd_minus:   2810, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6059 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    214, rd_minus:    214, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6060 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    142, rd_minus:    156, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6061 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1160, rd_minus:   1024, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6062 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1718, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6063 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2842, rd_minus:   2838, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6064 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3382, rd_minus:   3360, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6065 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    784, rd_minus:    430, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6066 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    378, rd_minus:    470, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6067 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7786, rd_minus:  10124, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6068 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10432, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6069 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11970, rd_minus:   9236, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6070 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5212, rd_minus:   4752, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6071 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9674, rd_minus:  11272, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6072 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6810, rd_minus:   7314, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6073 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11890, rd_minus:  13800, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6074 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5648, rd_minus:   5370, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6075 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5040, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6076 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2976, rd_minus:   3548, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6077 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1438, rd_minus:   2056, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6078 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1200, rd_minus:   1168, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6079 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1742, rd_minus:   2638, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6080 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8974, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6081 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9752, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6082 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7422, rd_minus:   8784, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6083 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5254, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6084 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1400, rd_minus:   1468, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6085 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3466, rd_minus:   2982, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6086 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6132, rd_minus:   8594, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6087 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2712, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6088 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5544, rd_minus:   5496, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6089 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2602, rd_minus:   2908, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6090 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2994, rd_minus:   2876, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6091 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  22620, rd_minus:  22748, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6092 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4294, rd_minus:   4700, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6093 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4104, rd_minus:   4266, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6094 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3890, rd_minus:   4514, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6095 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9756, rd_minus:  10358, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6096 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8090, rd_minus:   8266, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6097 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8922, rd_minus:   8982, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6098 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17286, rd_minus:  18160, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6099 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  18816, rd_minus:  17664, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6100 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  16476, rd_minus:  16660, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6101 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17636, rd_minus:  18050, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6102 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  18668, rd_minus:  19326, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6103 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10268, rd_minus:   9610, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6104 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4684, rd_minus:   4786, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6105 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6658, rd_minus:   7194, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6106 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17260, rd_minus:  16782, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6107 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  19822, rd_minus:  17420, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6108 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7490, rd_minus:   7426, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6109 / 83886104, payload_bits 83886080, end_bits 24
K

[HIDE] rd_plus:   1220, rd_minus:   1236, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6110 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1426, rd_minus:   1432, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6111 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3522, rd_minus:   3592, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6112 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1128, rd_minus:   1120, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6113 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1328, rd_minus:   1380, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6114 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1446, rd_minus:   1442, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6115 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2976, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6116 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6666, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6117 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  22988, rd_minus:  22942, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6118 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  16790, rd_minus:  17112, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6119 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4054, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6120 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4012, rd_minus:   4170, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6121 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7410, rd_minus:   7270, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6122 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6808, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6123 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1520, rd_minus:   1320, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6124 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2152, rd_minus:   2490, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6125 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4032, rd_minus:   4712, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6126 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1514, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6127 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  31488, rd_minus:  31120, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6128 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2662, rd_minus:   2596, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6129 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5938, rd_minus:   3870, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6130 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7632, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6131 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    252, rd_minus:    256, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6132 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    174, rd_minus:    186, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6133 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2694, rd_minus:   2644, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6134 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2410, rd_minus:   2752, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6135 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2104, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6136 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1708, rd_minus:   1232, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6137 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  10520, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6138 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3208, rd_minus:   3610, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6139 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4088, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6140 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3638, rd_minus:   4866, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6141 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4648, rd_minus:   4300, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6142 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1434, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6143 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13186, rd_minus:  10050, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6144 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4672, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6145 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3086, rd_minus:   3078, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6146 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3232, rd_minus:   3142, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6147 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6892, rd_minus:   6620, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6148 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  14060, rd_minus:  14790, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6149 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1480, rd_minus:   1500, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6150 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5968, rd_minus:   6872, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6151 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1864, rd_minus:   1910, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6152 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3496, rd_minus:   3654, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6153 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3632, rd_minus:   3846, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6154 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3178, rd_minus:   2980, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6155 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1954, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6156 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4952, rd_minus:   5580, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6157 / 83886104, payload_bits 83886080, end_bits 24
