Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  19390, rd_minus:  19368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9208, rd_minus:  10002, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1902 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    776, rd_minus:    768, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1903 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7606, rd_minus:   6216, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1904 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    712, rd_minus:    696, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1905 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1494, rd_minus:   1588, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1906 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    808, rd_minus:    780, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1907 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3524, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1908 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8974, rd_minus:  10968, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1909 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    410, rd_minus:    348, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1910 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1516, rd_minus:   1328, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1911 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3716, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1912 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2906, rd_minus:   4854, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1913 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4516, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1914 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1710, rd_minus:   2468, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1915 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    150, rd_minus:    158, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1916 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    894, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1917 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2236, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1918 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3964, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1919 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1912, rd_minus:   1746, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1920 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2064, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1921 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5926, rd_minus:   4836, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1922 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1740, rd_minus:   2106, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1923 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2684, rd_minus:   4836, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1924 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4674, rd_minus:   4856, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1925 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2194, rd_minus:   2380, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1926 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3670, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1927 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4188, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1928 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    370, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1929 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    430, rd_minus:    160, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1930 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    308, rd_minus:    308, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1931 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    160, rd_minus:    154, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1932 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3104, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1933 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3148, rd_minus:   3606, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1934 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3952, rd_minus:   3768, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1935 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6620, rd_minus:   7656, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1936 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2092, rd_minus:   2128, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1937 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2060, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1938 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5332, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1939 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  22226, rd_minus:  16102, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1940 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4420, rd_minus:   4472, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1941 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1252, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1942 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    228, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1943 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    184, rd_minus:    156, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1944 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5628, rd_minus:   5420, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1945 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3768, rd_minus:   1776, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1946 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1240, rd_minus:   2172, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1947 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2154, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1948 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2716, rd_minus:   2276, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1949 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1942, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1950 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3706, rd_minus:   2920, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1951 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1044, rd_minus:   1098, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1952 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3172, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1953 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1476, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1954 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    238, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1955 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    302, rd_minus:    170, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1956 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4668, rd_minus:   4304, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1957 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5798, rd_minus:   5198, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1958 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3220, rd_minus:   3736, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1959 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5978, rd_minus:   5872, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1960 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3008, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1961 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5828, rd_minus:   6882, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1962 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6046, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1963 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7010, rd_minus:   6060, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1964 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    218, rd_minus:    356, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1965 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    220, rd_minus:    278, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1966 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    186, rd_minus:    218, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1967 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    192, rd_minus:    236, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1968 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    258, rd_minus:    258, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1969 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3162, rd_minus:   3068, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1970 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    134, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1971 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    542, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1972 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3508, rd_minus:   4172, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1973 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5164, rd_minus:   7816, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1974 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4654, rd_minus:   4286, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1975 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7056, rd_minus:   6828, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1976 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4240, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1977 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    900, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1978 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1078, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1979 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7562, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1980 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4744, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1981 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5114, rd_minus:   5868, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1982 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1542, rd_minus:   1320, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1983 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3284, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1984 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3076, rd_minus:   3652, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1985 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    674, rd_minus:    268, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1986 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    742, rd_minus:    760, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1987 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5252, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1988 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1924, rd_minus:   2236, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1989 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2172, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1990 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1214, rd_minus:   1260, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1991 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1474, rd_minus:   1236, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1992 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4312, rd_minus:   3848, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1993 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3054, rd_minus:   4144, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1994 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3004, rd_minus:   3678, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1995 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2744, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1996 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4404, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1997 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1840, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1998 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6636, rd_minus:   6564, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1999 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    522, rd_minus:    504, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2000 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2462, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2001 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6060, rd_minus:   6692, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2002 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    630, rd_minus:    984, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2003 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1444, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2004 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3478, rd_minus:   4710, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2005 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5818, rd_minus:   4684, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2006 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8806, rd_minus:  14972, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2007 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1002, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2008 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1436, rd_minus:    936, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2009 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11020, rd_minus:  10692, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2010 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    852, rd_minus:   1848, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2011 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    590, rd_minus:    644, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2012 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2064, rd_minus:   2264, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2013 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1328, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2014 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1026, rd_minus:   1192, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2015 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2068, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2016 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1470, rd_minus:   1496, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2017 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2864, rd_minus:   3144, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2018 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18992, rd_minus:  16276, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2019 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2220, rd_minus:   1684, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2020 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5930, rd_minus:   6546, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2021 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5818, rd_minus:   6588, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2022 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4224, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2023 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3266, rd_minus:   6836, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2024 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3994, rd_minus:   7480, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2025 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1790, rd_minus:   2250, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2026 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3922, rd_minus:   7324, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2027 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4956, rd_minus:   4440, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2028 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6930, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2029 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1424, rd_minus:   1592, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2030 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1308, rd_minus:   2780, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2031 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    366, rd_minus:    662, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 2032 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     96, rd_minus:     94, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2033 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    154, rd_minus:    132, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2034 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     88, rd_minus:     98, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2035 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    736, rd_minus:    988, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2036 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2064, rd_minus:   2648, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2037 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1168, rd_minus:   1692, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2038 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4348, rd_minus:   7896, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2039 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1386, rd_minus:   1390, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2040 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    120, rd_minus:    126, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2041 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     78, rd_minus:     84, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2042 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1652, rd_minus:   1656, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2043 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4864, rd_minus:   4756, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 2044 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4498, rd_minus:   4520, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2045 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    980, rd_minus:    980, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2046 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1552, rd_minus:   1470, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2047 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3596, rd_minus:   2958, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2048 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2962, rd_minus:   3138, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2049 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    220, rd_minus:    276, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2050 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7534, rd_minus:   9578, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2051 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2136, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2052 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3428, rd_minus:   3182, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2053 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2764, rd_minus:   2706, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 2054 / 2072, payload_bits 2048, end_bits 24
